IATA_Code,Longitude,Latitude
DBM,10.350000381469700,37.71699905395510
DBN,32.56439972,-82.98529816
DBO,-32.2167015076,148.574996948
DBQ,42.40200043,-90.70950317
DBT,11.967000007629400,38
DBV,42.5614013671875,18.268199920654300
DCA,38.8521,-77.037697
DCF,15.336700439453100,-61.3922004699707
DCI,39.354198,8.97248
DCM,43.55630111694340,2.289180040359500
DCN,-17.5813999176,123.82800293
DCT,22.181800842285200,-75.72949981689450
DCU,34.652698516800000,-86.94539642330000
DCY,29.323056,100.053333
DDC,37.76340103149410,-99.9655990600586
DDG,40.0247,124.286003
DEA,29.961000442504900,70.48590087890630
DEB,47.48889923095700,21.615299224853500
DEC,39.834598541259800,-88.8656997680664
DED,30.189699,78.180298
DEE,43.9584007263,145.682998657
DEF,32.434399,48.397598
DEK,-4.85611,139.481111
DEL,28.5665,77.103104
DEM,8.553999900817870,34.858001708984400
DEN,39.861698150635,-104.672996521
DES,-5.6967,53.6558
DET,42.40919876,-83.00990295
DEX,-4.8557,139.482006
DEZ,35.2854,40.175999
DFW,32.896801,-97.038002
DGA,16.966667,-88.216667
DGE,-32.5625,149.610992432
DGL,31.3425998688,-109.505996704
DGO,24.1242008209,-104.527999878
DGP,55.944721221900000,26.6650009155
DGT,9.3337097168,123.300003052
DHA,26.265399932900000,50.152000427200000
DHB,48.618397,-123.00596
DHD,-27.075,141.899
DHF,24.248199462900000,54.547698974600000
DHG,3.5939,72.8834
DHI,28.753299713134800,80.58190155029300
DHM,32.16510009765630,76.26339721679690
DHN,31.321300506591800,-85.44960021972660
DHR,52.92340087890630,4.780620098114010
DHT,36.0225982666,-102.54699707
DIA,25.261101,51.565102
DIB,27.4839000702,95.0168991089
DIC,37.789,-122.43
DIE,-12.34939956665040,49.29169845581060
DIG,27.7936,99.6772
DIJ,47.268902,5.09
DIK,46.7974014282,-102.802001953
DIL,-8.54640007019,125.526000977
DIN,21.3974990845,103.008003235
DIO,65.7583,-168.9537111
DIQ,-20.180700302124,-44.870899200439
DIR,9.624699592590330,41.85419845581060
DIS,-4.20635,12.6599
DIU,20.71310043334960,70.92109680175780
DIW,5.966667,80.683333
DIY,37.893901825,40.201000213600000
DJB,-1.6380200386047400,103.64399719238300
DJE,33.875,10.775500297546400
DJG,24.292801,9.45244
DJJ,-2.5769500733,140.5160064698
DJN,64.050556,-145.717222
DJO,6.792809963226320,-6.473189830780030
DKB,41.9338342,-88.7056864
DKI,-17.9416999817,146.13999939
DKK,42.49330139,-79.27200317
DKR,14.739700317382800,-17.49020004272460
DKS,73.51780700683590,80.37966918945310
DKV,-24.860000610351600,129.07000732421900
DLA,4.0060801506,9.719479560850000
DLC,38.9656982421875,121.53900146484400
DLD,60.417301177978500,8.518349647521970
DLE,47.042686,5.435063
DLF,29.359501,-100.778002
DLG,59.04470062,-158.5050049
DLH,46.8420982361,-92.19360351560000
DLI,11.75,108.366997
DLK,-29.0132999420166,138.4810028076170
DLM,36.7131004333,28.7924995422
DLS,45.6184997559,-121.166999817
DLU,25.649401,100.319
DLY,-18.7693996429,169.00100708
DLZ,43.59170150756840,104.43000030517600
DMA,32.1665000916,-110.883003235
DMB,42.853599548339800,71.30359649658200
DMD,-17.9403,138.822006
DME,55.40879821777340,37.90629959106450
DMK,13.9125995636,100.607002258
DMM,26.471200942993200,49.79790115356450
DMN,32.262298584,-107.721000671
DMT,-14.376899719238300,-56.40039825439450
DMU,25.883899688700000,93.77110290530000
DNA,26.3556,127.767998
DND,56.45249938964840,-3.025830030441280
DNH,40.16109848022460,94.80919647216800
DNK,48.357200622558600,35.10060119628910
DNL,33.4664993286,-82.0393981934
DNN,34.72290039,-84.87020111
DNP,28.111099243164100,82.29419708251950
DNQ,-35.5593986511,144.945999146
DNR,48.58769989013670,-2.0799601078033400
DNV,40.19919968,-87.59590149
DNZ,37.7855987549,29.7012996674
DOB,-5.7722201347400000,134.212005615
DOD,-6.170440196990970,35.752601623535200
DOE,4.016667,-55.483333
DOG,19.153900146500000,30.430099487300000
DOH,25.273056,51.608056
DOK,48.07360076904300,37.73970031738280
DOL,49.3652992249,0.154305994511
DOM,15.547,-61.299999
DOP,28.985700607299800,82.81909942626950
DOU,-22.2019,-54.926601
DOV,39.12950134,-75.46600342
DOY,37.5085983276,118.788002014
DPA,41.90779877,-88.24859619
DPL,8.60198349877,123.341875076
DPO,-41.1697006226,146.429992676
DPS,-8.7481698989868,115.16699981689
DQA,46.7463888889,125.140555556
DQM,19.501944,57.634167
DRA,36.6194,-116.032997
DRB,-17.3700008392334,123.66100311279300
DRE,46.0093002319,-83.74389648440000
DRG,66.0696029663,-162.76600647
DRI,30.8316993713,-93.33989715580000
DRJ,4.111359,-54.672766
DRK,8.71889019012,-83.6417007446
DRN,-28.591699600219700,148.2169952392580
DRO,37.1515007019,-107.753997803
DRR,-25.684,140.227
DRS,51.1328010559082,13.767200469970700
DRT,29.3742008209,-100.927001953
DRV,5.1561,73.1302
DRW,-12.41469955444340,130.8769989013670
DSA,53.4805378105,-1.01065635681
DSD,16.296902,-61.0844
DSE,11.082500457763700,39.71139907836910
DSI,30.40010071,-86.47149658
DSK,31.909400939941400,70.89659881591800
DSM,41.534000396728500,-93.66310119628910
DSN,39.49,109.861388889
DSO,39.745201,127.473999
DSS,14.67,-17.073333
DTA,39.3805999756,-112.508003235
DTB,2.25973,98.991898
DTD,0.8106,114.5306
DTE,14.129199981689500,122.9800033569340
DTI,-18.232000351,-43.650398254400000
DTM,51.51829910280000,7.61223983765
DTN,32.5401992798,-93.7450027466
DTU,48.445,126.133
DTW,42.212398529052700,-83.35340118408200
DU9,42.872200012200000,-79.5958023071
DUB,53.421299,-6.27007
DUC,34.47090149,-97.9598999
DUD,-45.9281005859375,170.197998046875
DUE,-7.400889873504640,20.818500518798800
DUG,31.4689998627,-109.603996277
DUJ,41.17829895,-78.8986969
DUM,1.60919,101.433998
DUR,-29.6144444444,31.1197222222
DUS,51.289501,6.76678
DUT,53.900100708,-166.544006348
DUU,-3.0243398,34.98450589999990
DVA,45.5153,22.5813
DVD,-22.111111,43.270556
DVL,48.11420059,-98.90879822
DVO,7.1255202293396,125.64600372314500
DVT,33.6883010864,-112.083000183
DWA,-12.5183,34.131901
DWB,-16.10169,45.358837
DWC,24.896356,55.161389
DWD,24.4499,44.121201
DWH,30.0618000031,-95.55280303960000
DWO,6.905,79.91
DWS,28.398,-81.57
DXB,25.2527999878,55.3643989563
DXR,41.371498107900000,-73.48220062260000
DYA,-22.62220001220700,148.36399841308600
DYG,29.1028,110.443001
DYL,40.3330001831,-75.1222991943
DYN,32.003333,119.5875
DYR,64.734902,177.740997
DYS,32.4207992554,-99.854598999
DYU,38.543300628700000,68.8249969482
DZA,-12.804699897766100,45.28110122680660
DZM,46.4643,23.4258
DZN,47.708302,67.733299
DZO,-33.3588981628418,-56.49919891357420
E05,32.660292,-107.1954089
E14,36.026119,-106.0454146
E32,36.2914064,-107.0561544
E51,34.5958528,-113.170195
E55,38.8016111,-123.5306389
E80,34.6458616,-106.8363401
E89,35.3678389,-104.1805083
E91,36.1108806,-109.5754222
E92,34.7633933,-106.0414056
E98,34.7610083,-106.7449444
EAA,64.77639771,-141.151001
EAE,-17.0902996063,168.343002319
EAL,9.083333,167.333333
EAM,17.611400604248000,44.4192008972168
EAP,47.589583,7.529914
EAR,40.727,-99.0068
EAS,43.35649871826170,-1.7906099557876600
EAT,47.3988990784,-120.207000732
EAU,44.86579895019530,-91.48429870605470
EBA,42.7603,10.2394
EBB,0.042386,32.443501
EBD,13.153200149536100,30.23270034790040
EBG,7.59647,-74.8089
EBH,33.721666666700000,1.0925
EBJ,55.525902,8.5534
EBL,36.23759841918950,43.963199615478500
EBM,31.704299926757800,9.254619598388670
EBO,51.478506,7.222781
EBU,45.54059982299810,4.296390056610110
ECA,44.312801,-83.422302
ECG,36.26060104,-76.17459869
ECH,-36.15719985961910,144.76199340820300
ECI,11.427542,-86.033361
ECN,35.154701232910200,33.49610137939450
ECP,30.357106,-85.795414
ECV,40.370701,-3.78514
EDD,-25.205799102800000,133.253997803
EDF,61.250999450683600,-149.8070068359380
EDI,55.95000076293950,-3.372499942779540
EDL,0.4044579863548280,35.23889923095700
EDM,46.701900482177700,-1.3786300420761100
EDO,39.554599762,27.0137996674
EDR,-14.896451,141.60908
EDW,34.905399,-117.884003
EED,34.7663002014,-114.623001099
EEK,60.21367264,-162.0438843
EEN,42.898399353027300,-72.27079772949220
EEP,42.824903,-1.661445
EFD,29.607299804700000,-95.1587982178
EFG,-9.15380555556,147.659805556
EFL,38.12009811401370,20.500499725341800
EGA,39.6427611,-106.9159347
EGC,44.82529830932620,0.5186110138893130
EGE,39.64260101,-106.9179993
EGH,31.068559,34.129629
EGI,30.65040016,-86.52290344
EGM,-8.578889846801760,157.87600708007800
EGN,13.48169994354250,22.467199325561500
EGO,50.643798828125,36.5900993347168
EGS,65.2833023071289,-14.401399612426800
EGV,45.932300567600000,-89.26830291750000
EGX,58.1855010986,-157.375
EHL,-41.9431991577,-71.5323028564
EHM,58.646400451700000,-162.06300354
EIA,-8.19999980927,147.850006104
EIB,50.991604,10.47973
EIE,58.47420120239260,92.11250305175780
EIK,46.68,38.21
EIL,64.66570282,-147.102005
EIN,51.4500999451,5.37452983856
EIS,18.444799423217800,-64.54299926757810
EIY,30.621700286865200,35.20330047607420
EJA,7.02433,-73.8068
EJH,26.19860076904300,36.47639846801760
EJN,42.0155,101.0005
EJT,6.040278,171.984444
EKA,40.803398132300000,-124.112998962
EKB,51.590999603271500,75.21499633789060
EKI,41.7193984985,-86.00319671630000
EKN,38.88940048,-79.85710144
EKO,40.82490158081060,-115.79199981689500
EKS,49.1903,142.082993
EKT,59.35110092163090,16.70840072631840
ELB,9.04554,-73.9749
ELC,-12.019399642900000,135.570999146
ELD,33.22100067138670,-92.81330108642580
ELE,8.133,-77.7
ELF,13.614899635314900,25.324600219726600
ELG,30.571300506591800,2.8595900535583500
ELH,25.474899292,-76.6835021973
ELI,64.61470032,-162.2720032
ELL,-23.666667,27.75
ELM,42.1599006652832,-76.8916015625
ELO,-26.3974990845,-54.5746994019
ELP,31.80719948,-106.3779984
ELQ,26.302799224853500,43.77439880371090
ELS,-33.0355987549,27.825899124100000
ELT,28.208999633789100,33.64550018310550
ELU,33.5113983154,6.77679014206
ELV,58.195201873800000,-136.347000122
ELX,-49.328889,-72.93
ELY,39.29970169,-114.8420029
EMA,52.8311004639,-1.32806003094
EMB,37.795278,-122.39361
EMD,-23.5674991608,148.179000854
EME,53.391109,7.2275
EMK,62.78609848,-164.4909973
EML,47.092444,8.305184
EMN,16.621999740600600,-7.3165998458862300
EMP,38.3320999146,-96.19120025630000
EMT,34.086102,-118.035004
ENA,60.57310104370120,-151.2449951171880
ENC,48.692100524902300,6.230460166931150
END,36.339199066200000,-97.9164962769
ENE,-8.8492898941,121.661003113
ENF,68.362602233887,23.424299240112
ENH,30.3202991486,109.48500061
ENI,11.202,119.417
ENK,54.39889907836910,-7.651669979095460
ENN,64.54730224609380,-149.07400512695300
ENO,-27.227366,-55.837495
ENS,52.275833,6.889167
ENT,11.340700149536100,162.3280029296880
ENU,6.474269866943360,7.561960220336910
ENV,40.7187004089,-114.03099823
ENW,42.59569931,-87.92780304
ENY,36.636902,109.554001
EOH,6.220549,-75.590582
EOI,59.19060134887700,-2.7722198963165300
EOK,40.459899902300000,-91.4284973145
EOR,6.733333110809330,-61.58333206176760
EOZ,7.0833330154418900,-69.53333282470700
EPA,-34.6099,-58.6126
EPL,48.325001,6.06998
EPR,-33.684399,121.822998
EPU,58.41899871826170,24.47279930114750
EQS,-42.908000946,-71.139503479
EQY,35.01833,-80.62001
ERC,39.7102012634,39.527000427200000
ERD,46.814998626709000,36.75809860229490
ERF,50.979801177978500,10.958100318908700
ERG,61.2750015259,108.029998779
ERH,31.9475002289,-4.39833021164
ERI,42.0831270134,-80.1738667488
ERL,43.4225,112.096667
ERM,-27.66189956665040,-52.2682991027832
ERN,-6.639530181884770,-69.87979888916020
ERS,-22.612199783325200,17.080400466918900
ERV,29.9766998291,-99.08570098880000
ERZ,39.9565010071,41.17020034790000
ESB,40.128101348900000,32.995098114
ESC,45.7226982117,-87.0936965942
ESD,48.7081985474,-122.910003662
ESE,31.7953,-116.602997
ESF,31.3948993683,-92.2957992554
ESG,-22.049999237060500,-60.619998931884800
ESH,50.835602,-0.297222
ESK,39.7840995789,30.582099914600000
ESL,46.3739013671875,44.33089828491210
ESM,0.9785190224647520,-79.62660217285160
ESN,38.8041992188,-76.06900024410000
ESP,41.035983,-75.160236
ESR,-26.311100006103500,-69.76519775390630
ESS,51.40230178833010,6.9373297691345200
ESU,31.3974990845,-9.6816701889
ETB,43.4221992493,-88.1278991699
ETD,-28.74,138.589
ETH,29.56130027771000,34.96009826660160
ETM,29.723694,35.011416
ETR,-3.441986,-79.996957
ETS,31.29969978,-85.89990234
ETZ,48.9821014404,6.25131988525
EUA,-21.378299713100000,-174.957992554
EUF,31.9512996674,-85.1288986206
EUG,44.12459945678710,-123.21199798584000
EUM,54.079444885253900,9.941389083862310
EUN,27.151699,-13.2192
EUQ,10.765999794,121.932998657
EUX,17.49650001525880,-62.979400634765600
EVE,68.491302490234,16.678100585938
EVG,62.04779815673830,14.422900199890100
EVN,40.1473007202,44.3959007263
EVV,38.0369987488,-87.5324020386
EVW,41.27479935,-111.0350037
EVX,49.02870178222660,1.2198599576950100
EWB,41.67610168457030,-70.95690155029300
EWK,38.058200836200000,-97.2744979858
EWN,35.0730018616,-77.04290008540000
EWR,40.692501068115200,-74.168701171875
EXI,58.420556,-135.449167
EXM,-21.933,114.128
EXT,50.73440170288090,-3.4138898849487300
EYK,63.686901,66.698601
EYP,5.31911,-72.384
EYW,24.556100845336900,-81.75959777832030
EZE,-34.8222,-58.5358
EZS,38.6068992615,39.2914009094
EZV,63.92100143432620,65.03050231933590
F37,33.6489028,-105.8962192
F45,26.5076,-80.1334
F57,28.0575,-81.7628056
F70,33.5741791,-117.1284732
FAA,10.0354995728,-10.7698001862
FAB,51.2757987976,-0.776332974434
FAC,-16.68670082092290,-145.32899475097700
FAE,62.0635986328125,-7.277219772338870
FAF,37.132499694800000,-76.60880279540000
FAH,32.367000579834000,62.18299865722660
FAI,64.81510162,-147.8560028
FAJ,18.308900833129900,-65.66190338134770
FAN,58.0994987487793,6.626049995422360
FAO,37.0144004822,-7.96590995789
FAR,46.92070007324220,-96.81580352783200
FAT,36.77619934082030,-119.71800231933600
FAV,-16.054100036621100,-145.65699768066400
FAY,34.9911994934082,-78.88030242919920
FAZ,28.891799926757800,53.72330093383790
FBA,-2.5326099395800000,-66.0831985474
FBD,37.121101,70.518097
FBE,-26.059200286865200,-53.063499450683600
FBG,35.13180161,-78.93669891
FBK,64.83750153,-147.6139984
FBM,-11.5913000107,27.5308990479
FBR,41.3918991089,-110.406997681
FBS,48.537222,-123.009722
FBU,59.89580154418950,10.617199897766100
FCA,48.31050109863280,-114.25599670410200
FCB,-28.82309913635250,27.908899307251000
FCM,44.8272018433,-93.45709991460000
FCN,53.7677001953,8.658499717710000
FCO,41.8002778,12.2388889
FCS,38.67839813,-104.7570038
FDE,61.392,5.763
FDF,14.590999603271500,-61.00320053100590
FDH,47.671298980700000,9.51148986816
FDO,-34.4532,-58.5896
FDU,-3.3113200664520300,17.38170051574710
FDY,41.013500213600000,-83.66870117190000
FEC,-12.203056,-38.906667
FEG,40.358798980700000,71.7450027466
FEL,48.205555,11.266944
FEN,-3.85493,-32.423302
FET,41.44910049,-96.52020264
FEZ,33.9272994995,-4.977960109710000
FFA,36.0181999207,-75.67130279540000
FFD,51.6822013855,-1.7900300025900000
FFO,39.8260993958,-84.0483016968
FFT,38.18249893,-84.90470123
FFU,-43.18920135498050,-71.8510971069336
FGI,-13.848699569700000,-171.740005493
FGL,-43.4,170.033
FGU,-15.819899559021000,-140.88699340820300
FHU,31.588499069213900,-110.34400177002000
FID,41.1505,-72.0154
FIE,59.53580093383790,-1.628059983253480
FIG,10.350600242615,-13.569199562073
FIH,-4.38575,15.4446
FIK,-25.5946998596,134.582992554
FIN,29.4645926,-81.2091644
FIZ,-18.181900024414100,125.55899810791000
FJR,25.112199783325200,56.32400131225590
FKB,48.7793998718,8.08049964905
FKI,0.481638997793,25.3379993439
FKJ,36.1427993774,136.223999023
FKL,41.3778991699,-79.8603973389
FKQ,-2.9201900959014900,132.26699829101600
FKS,37.22740173339840,140.43099975585900
FLA,1.58919,-75.5644
FLB,-6.8463897705078100,-43.077301025390600
FLD,43.7711982727,-88.48840332030000
FLF,54.77333450317380,9.378889083862310
FLG,35.13850021,-111.6709976
FLL,26.072599,-80.152702
FLN,-27.670278549194300,-48.5525016784668
FLO,34.18539810180660,-79.7238998413086
FLP,36.29090118,-92.59030151
FLR,43.810001,11.2051
FLS,-40.0917015076,147.992996216
FLV,39.3683013916,-94.9147033691
FLW,39.455299377441400,-31.131399154663100
FLZ,1.55594,98.888901
FMA,-26.2127,-58.2281
FME,39.08539962770000,-76.7593994141
FMH,41.6584014893,-70.5214004517
FMI,-5.8755598068237300,29.25
FMM,47.988800048800000,10.2395000458
FMN,36.741199493400000,-108.230003357
FMO,52.134601593,7.68483018875
FMY,26.58659935,-81.86329650880000
FNA,8.61644,-13.1955
FNB,53.6022,13.306
FNC,32.697899,-16.7745
FNE,-8.55,147.083
FNI,43.75740051269530,4.4163498878479
FNJ,39.224098,125.669998
FNL,40.451804,-105.011
FNR,58.2543983459,-134.897994995
FNT,42.96540069580080,-83.74359893798830
FNU,39.895308,8.642661
FOA,60.121,-2.052
FOC,25.935100555419900,119.66300201416000
FOD,42.55149841,-94.19259644
FOE,38.950901031500000,-95.66359710690000
FOG,41.432899,15.535
FOK,40.8437004089,-72.6317977905
FOM,5.636919975280760,10.750800132751500
FON,10.478,-84.634499
FOR,-3.776279926300050,-38.53260040283200
FOS,-30.83810043334960,128.11500549316400
FPO,26.5587005615,-78.695602417
FPR,27.49510002,-80.36830139
FRA,50.033333,8.570556
FRB,-33.363602,147.934998
FRC,-20.592199,-47.3829
FRD,48.5219993591,-123.024002075
FRE,-8.1075,159.576996
FRG,40.7288017273,-73.4133987427
FRI,39.05530167,-96.76450348
FRJ,43.4175,6.7357
FRL,44.194801,12.0701
FRN,61.26639938,-149.6529999
FRO,61.583599090576,5.0247201919556
FRS,16.913799285900000,-89.86640167240000
FRU,43.0612983704,74.4776000977
FRW,-21.15959930419920,27.47450065612790
FRY,43.991100311300000,-70.9478988647
FRZ,51.1146,9.286
FSC,41.5005989074707,9.097780227661130
FSD,43.582000732400000,-96.741897583
FSI,34.64979935,-98.40219879
FSM,35.33660125732420,-94.36740112304690
FSP,46.762901306152300,-56.173099517822300
FSS,57.6493988037,-3.56064009666
FST,30.9157009125,-102.916000366
FSZ,34.796111,138.189444
FTA,-19.516399383500000,170.231994629
FTE,-50.2803,-72.053101
FTI,-14.2172,-169.425003
FTK,37.907100677500000,-85.9720993042
FTU,-25.03809928894040,46.95610046386720
FTW,32.819801,-97.362396
FTX,-0.5313500165939330,15.95009994506840
FTY,33.7790985107,-84.5214004517
FUE,28.452699661254900,-13.863800048828100
FUG,32.882157,115.734364
FUJ,32.66630172729490,128.83299255371100
FUK,33.585899353027300,130.4510040283200
FUL,33.8720016479,-117.980003357
FUN,-8.525,179.195999
FUO,23.083299636800000,113.069999695
FUS,47.585,10.6866
FUT,-14.3114004135,-178.065994263
FUX,47.585,10.6866
FVM,0.3100238,73.4336631
FVS,59.955556,30.356667
FWA,40.97850037,-85.19509888
FWH,32.76919937,-97.4414978
FWM,56.816666,-5.116667
FXE,26.1972999573,-80.1707000732
FXO,-14.815,36.529999
FYJ,48.199494,134.366447
FYN,46.804169,89.512006
FYT,17.91710090637210,19.111099243164100
FYU,66.57150268554690,-145.25
FYV,36.00510025024410,-94.17009735107420
FZO,51.5194015503,-2.59083008766
GAD,33.972599,-86.088996
GAE,33.87689971923830,10.103300094604500
GAF,34.422000885009800,8.822500228881840
GAH,-25.61440086364750,151.61900329589800
GAI,39.168300628700000,-77.1660003662
GAJ,38.411899566700000,140.371002197
GAL,64.73619843,-156.9369965
GAM,63.76679992675780,-171.73300170898400
GAN,-0.693342,73.155602
GAO,20.08530044555660,-75.1583023071289
GAQ,16.24839973449710,-0.005456000100821260
GAS,-0.4635080099105840,39.64830017089840
GAU,26.10610008239750,91.58589935302730
GAX,-2.71016,9.96062
GAY,24.744300842285200,84.95120239257810
GBA,51.668095,-2.05694
GBB,40.826667,47.7125
GBD,38.3442993164,-98.8591995239
GBE,-24.555201,25.9182
GBG,40.937999725300000,-90.431098938
GBJ,15.86870002746580,-61.27000045776370
GBK,7.767000198364260,-12.383000373840300
GBT,36.909400939900000,54.4012985229
GBZ,-36.24140167236330,175.4720001220700
GCC,44.348899841300000,-105.539001465
GCH,30.337600708,50.827999115
GCI,49.435001373291000,-2.6019699573516800
GCJ,-25.986299514800000,28.1401004791
GCK,37.9275016785,-100.723999023
GCM,19.292800903300000,-81.3576965332
GCN,35.95240020751950,-112.14700317382800
GCW,35.5925,-113.4859
GDA,9.272222,21.197222
GDC,34.758301,-82.376404
GDE,5.93513011932,43.5786018372
GDL,20.521799087524400,-103.31099700927700
GDN,54.377601623535200,18.46619987487790
GDO,7.233333110809330,-70.80000305175780
GDQ,12.51990032196050,37.433998107910200
GDT,21.444499969482400,-71.14230346679690
GDV,47.13869858,-104.8069992
GDW,43.9706001282,-84.47499847410000
GDX,59.9109992980957,150.72000122070300
GDZ,44.5820926295,38.0124807358
GEA,-22.25830078125,166.47300720214800
GEC,35.235947,33.724358
GED,38.68920135,-75.35890198
GEG,47.61989974975590,-117.53399658203100
GEL,-28.2817,-54.169102
GEM,40.431667,29.156111
GEN,60.1939,11.1004
GEO,6.498549938201900,-58.25410079956060
GER,21.834699630737300,-82.78379821777340
GES,6.05800008774,125.096000671
GET,-28.796101,114.707001
GEV,67.13240051269530,20.814599990844700
GEX,-38.224998474121100,144.33299255371100
GFF,-34.2508010864,146.067001343
GFK,47.949299,-97.176102
GFL,43.3412017822,-73.6102981567
GFN,-29.7593994140625,153.02999877929700
GFO,6.358864,-58.655207
GFR,48.88309860229490,-1.564170002937320
GFY,-19.60219955444340,18.122699737548800
GGE,33.3116989136,-79.3196029663
GGG,32.38399887084960,-94.71150207519530
GGM,0.271342009306,34.7873001099
GGR,8.24,48.29
GGS,-48.7831,-70.150002
GGT,23.5625991821,-75.8779983521
GGW,48.212502,-106.614998
GHA,32.38410186767580,3.794110059738160
GHB,25.2847003937,-76.3310012817
GHC,25.7383,-77.840103
GHE,8.06,-78.36
GHF,49.648101806600000,9.966489791870000
GHK,63.4353,-109.1447
GHT,25.1455993652,10.142600059500000
GHU,-33.0103,-58.6131
GIB,36.1511993408,-5.3496599197400000
GIC,-9.23278045654,142.218002319
GID,-3.417209,29.911308
GIF,28.062901,-81.753304
GIG,-22.8099994659,-43.2505569458
GII,11.432999610901,-9.1669998168945
GIL,35.918800354003900,74.33360290527340
GIR,4.27624,-74.7967
GIS,-38.663299560546900,177.97799682617200
GIT,-2.813667,32.172472
GIU,7.956669807430000,80.7285003662
GIZ,16.901100158691400,42.58580017089840
GJA,16.4454,-85.906601
GJL,36.7951011658,5.87361001968
GJM,-10.786399841308600,-65.28479766845700
GJR,65.99530029296880,-21.326900482177700
GJT,39.1223983765,-108.527000427
GKE,50.9608,6.04242
GKK,0.7324,73.4336
GKL,-23.1833000183,150.942001343
GKN,62.1548996,-145.4570007
GLA,55.8718986511,-4.43306016922
GLD,39.37060165,-101.6989975
GLF,8.654009819030760,-83.18219757080080
GLG,-24.803,139.6
GLH,33.4828987121582,-90.98560333251950
GLI,-29.674999237060500,151.68899536132800
GLK,6.78082990646,47.45470047
GLN,29.0266991,-10.0502996
GLO,51.89419937133790,-2.167220115661620
GLQ,55.8622,-4.2512
GLR,45.013500213600000,-84.7035980225
GLS,29.265300750732400,-94.86039733886720
GLT,-23.869699,151.223007
GLU,26.88456,90.46412
GLV,64.5504989624,-163.007003784
GLW,37.03179932,-85.9536972
GLX,1.837222,127.785556
GLZ,51.56740188598630,4.931829929351810
GMA,3.2353699207300000,19.771299362200000
GMB,8.12876033782959,34.5630989074707
GMD,33.655399,-7.22145
GME,52.527000427246100,31.016700744628900
GMI,-6.27111,150.331
GML,50.60350036621090,30.1919002532959
GMO,10.298333333300000,10.896388888900000
GMP,37.5583,126.791
GMQ,34.418066,100.301144
GMR,-23.07990074157720,-134.88999938964800
GMU,34.847900390600000,-82.34999847410000
GMV,37.016700744600000,-110.200996399
GMZ,28.029600143432600,-17.214599609375
GNA,53.60200119018560,24.053800582885700
GNB,45.36289978027340,5.329370021820070
GND,12.004199981689500,-61.78620147705080
GNI,22.673900604248000,121.46600341796900
GNM,-14.208200454711900,-42.74610137939450
GNR,-39.0007019043,-67.6204986572
GNS,1.16638,97.704697
GNT,35.167301178,-107.902000427
GNU,59.1175,-161.5775
GNV,29.6900997162,-82.2717971802
GNY,37.445663,38.895592
GNZ,-21.6924991607666,21.658100128173800
GOA,44.4133,8.8375
GOB,7.1160634,40.0463033
GOH,64.19090271,-51.6781005859
GOI,15.3808002472,73.8313980103
GOJ,56.230098724365,43.784000396729
GOM,-1.6708099842071500,29.238500595092800
GON,41.330101013183600,-72.04509735107420
GOO,-28.521400451660200,150.32000732421900
GOP,26.739700317400000,83.4496994019
GOQ,36.4006,94.786102
GOR,8.1614,35.5529
GOT,57.662799835205,12.279800415039
GOU,9.33588981628418,13.370100021362300
GOV,-12.269399642900000,136.817993164
GOZ,43.15140151977540,25.712900161743200
GPA,38.1511,21.4256
GPB,-25.3875007629,-51.520198822
GPI,2.57013,-77.8986
GPL,10.2172002792,-83.79699707030000
GPN,-11.40250015258790,130.4219970703130
GPO,-35.6962013245,-63.7583007812
GPS,-0.45375800132751500,-90.26589965820310
GPT,30.40730094909670,-89.07009887695310
GPZ,47.21110153,-93.50980377
GQQ,40.7533988953,-82.7238006592
GRB,44.48509979248050,-88.12960052490230
GRF,47.07920074,-122.5810013
GRI,40.967498779296900,-98.30960083007810
GRJ,-34.0056,22.378902
GRK,31.067199707,-97.82890319820000
GRM,47.8382987976,-90.38289642330000
GRO,41.901000977,2.7605500221
GRP,-11.73960018157960,-49.132198333740200
GRQ,53.1197013855,6.57944011688
GRR,42.88079834,-85.52279663
GRS,42.759701,11.0719
GRU,-23.435556411743200,-46.47305679321290
GRW,39.092201232910200,-28.029800415039100
GRX,37.18870162963870,-3.777359962463380
GRY,66.5458,-18.0173
GRZ,46.9911003112793,15.439599990844700
GSB,35.33940125,-77.96060181
GSE,57.7747,11.8704
GSI,4.285833,-54.373056
GSJ,13.936200141900000,-90.83580017090000
GSO,36.097801208496100,-79.93730163574220
GSP,34.8956985474,-82.2189025879
GSQ,22.5856990814209,28.71660041809080
GSS,-24.9415,31.4446
GST,58.4253006,-135.7070007
GTA,-8.75,158.2
GTE,-13.975000381500000,136.460006714
GTF,47.48199844,-111.3710022
GTI,54.3833312988,13.3255558014
GTN,-43.906700134277300,170.1280059814450
GTO,0.63711899519,122.849998474
GTR,33.450298309300000,-88.5914001465
GTZ,-2.160833,34.225556
GUA,14.5833,-90.527496
GUB,28.0261,-114.024002
GUC,38.53390121,-106.9329987
GUD,60.884002,6.819719
GUF,30.29050064,-87.67179871
GUH,-30.96109962463380,150.25100708007800
GUI,10.574077606200000,-62.3126678467
GUJ,-22.79159927368160,-45.20479965209960
GUL,-34.810298919677700,149.7259979248050
GUM,13.4834003448,144.796005249
GUO,5.3176,45.9856
GUP,35.511100769,-108.789001465
GUQ,9.026944160461430,-69.7551498413086
GUR,-10.3114995956,150.333999634
GUS,40.648101806600000,-86.1520996094
GUT,51.922798,8.30633
